student_id,attempt,question_id,concept,difficulty,correct,time_gap_days,days_since_practice,timestamp,knowledge_state
S019,3,Q234,HAVING,0.621,0,2.298,5.004,5.004,0.3976
S019,4,Q218,ORDER BY,0.226,1,1.057,6.061,6.061,0.407
S019,5,Q472,INNER JOIN,0.643,1,4.012,10.074,10.074,0.2166
S019,6,Q226,TRANSACTIONS,0.672,0,1.321,11.394,11.394,0.1352
S019,7,Q141,ORDER BY,0.343,0,0.837,6.17,12.231,0.2894
S019,8,Q021,NORMALIZATION,0.705,0,0.191,12.422,12.422,0.1784
S019,9,Q203,FOREIGN KEY,0.255,0,0.914,13.335,13.335,0.1555
S019,10,Q085,VIEWS,0.618,0,2.334,12.963,15.669,0.0687
S019,11,Q298,TRIGGERS,0.632,0,2.665,18.334,18.334,0.0
S019,12,Q481,TRIGGERS,0.686,0,0.095,0.095,18.429,0.0
S019,13,Q490,STORED PROCEDURES,0.81,1,2.07,20.499,20.499,0.0764
S019,14,Q017,INNER JOIN,0.354,0,2.268,12.693,22.767,0.0012
S019,15,Q350,TRIGGERS,0.764,0,1.389,5.726,24.155,0.0
S019,16,Q338,FOREIGN KEY,0.333,0,0.789,11.609,24.944,0.0
S019,17,Q264,TRANSACTIONS,0.523,0,1.135,14.684,26.079,0.0
S019,18,Q121,VIEWS,0.492,0,0.314,10.723,26.392,0.0
S019,19,Q342,AGGREGATE FUNCTIONS,0.576,1,1.279,27.671,27.671,0.06
S019,20,Q110,GROUP BY,0.62,0,1.635,29.306,29.306,0.0
S019,21,Q289,WHERE,0.209,0,0.519,29.825,29.825,0.0
S019,22,Q011,SUBQUERIES,0.564,0,3.786,33.612,33.612,0.0
S019,23,Q166,LEFT JOIN,0.618,0,1.982,35.593,35.593,0.0
S019,24,Q116,ORDER BY,0.363,0,1.172,24.534,36.765,0.0
S019,25,Q010,UNION,0.357,0,0.531,37.296,37.296,0.0
S019,26,Q068,ORDER BY,0.202,1,1.304,1.835,38.6,0.06
S019,27,Q336,RIGHT JOIN,0.557,0,1.493,40.094,40.094,0.0
S019,28,Q275,HAVING,0.692,0,0.752,35.842,40.846,0.0
S019,29,Q457,SELECT,0.367,0,1.835,42.68,42.68,0.0
S019,30,Q301,WHERE,0.29,1,0.811,13.665,43.491,0.06
S019,31,Q123,TRIGGERS,0.741,0,1.406,20.742,44.897,0.0
S019,32,Q297,RIGHT JOIN,0.489,0,2.749,7.552,47.646,0.0
S019,33,Q274,STORED PROCEDURES,0.63,1,9.038,36.185,56.683,0.06
S019,34,Q438,GROUP BY,0.565,0,0.352,27.73,57.036,0.0
S019,35,Q025,LEFT JOIN,0.627,0,1.991,23.434,59.027,0.0
S019,36,Q467,TRIGGERS,0.624,0,0.292,14.422,59.319,0.0
S019,37,Q033,LEFT JOIN,0.653,1,3.688,3.979,63.006,0.06
S019,38,Q231,INDEXING,0.687,0,0.312,63.319,63.319,0.0
S019,39,Q038,SELECT,0.2,0,2.458,23.096,65.776,0.0
S019,40,Q437,TRIGGERS,0.758,1,0.296,6.753,66.072,0.06
S019,41,Q038,SELECT,0.2,0,0.96,1.256,67.033,0.0
S019,42,Q029,WHERE,0.299,1,0.58,24.121,67.612,0.06
S019,43,Q064,AGGREGATE FUNCTIONS,0.397,0,4.891,44.832,72.503,0.0
S019,44,Q184,HAVING,0.542,0,1.252,32.909,73.755,0.0
S019,45,Q227,NORMALIZATION,0.525,0,0.64,61.973,74.395,0.0
S019,46,Q440,SUBQUERIES,0.653,0,3.307,44.09,77.701,0.0
S019,47,Q434,LEFT JOIN,0.445,0,0.179,14.874,77.88,0.0
S019,48,Q173,SELECT,0.193,0,1.387,12.235,79.267,0.0
S019,49,Q067,TRANSACTIONS,0.606,1,2.729,55.917,81.996,0.06
S019,50,Q487,SUBQUERIES,0.631,0,0.593,4.888,82.589,0.0
S019,51,Q407,ORDER BY,0.241,1,1.221,45.21,83.811,0.06
S019,52,Q333,HAVING,0.504,0,0.607,10.663,84.417,0.0
S019,53,Q128,SELECT,0.294,1,0.359,5.509,84.776,0.06
S019,54,Q209,STORED PROCEDURES,0.739,0,1.084,29.177,85.861,0.0
S019,55,Q201,AGGREGATE FUNCTIONS,0.359,1,1.735,15.092,87.595,0.06
S019,56,Q178,HAVING,0.584,0,0.239,3.417,87.835,0.0
S019,57,Q333,HAVING,0.504,1,2.506,2.506,90.341,0.06
S019,58,Q268,ORDER BY,0.425,0,1.89,8.42,92.231,0.0
S019,59,Q125,JOINS,0.518,1,0.255,92.486,92.486,0.06
S019,60,Q471,STORED PROCEDURES,0.749,0,1.457,8.083,93.943,0.0
S019,61,Q081,SELECT,0.21,1,0.571,9.738,94.514,0.06
S019,62,Q403,UNION,0.464,0,1.544,58.762,96.058,0.0
S019,63,Q400,VIEWS,0.655,0,0.805,70.471,96.863,0.0
S019,64,Q288,VIEWS,0.651,1,1.236,1.236,98.099,0.06
S019,65,Q427,HAVING,0.634,0,6.439,14.197,104.538,0.0
S019,66,Q010,UNION,0.357,1,2.075,10.555,106.613,0.06
S019,67,Q077,HAVING,0.485,1,0.466,2.541,107.079,0.06
S019,68,Q067,TRANSACTIONS,0.606,0,1.132,26.215,108.211,0.0
S019,69,Q232,PRIMARY KEY,0.433,0,2.018,108.027,110.229,0.0
S019,70,Q338,FOREIGN KEY,0.333,0,2.063,87.348,112.292,0.0
S019,71,Q486,INNER JOIN,0.576,0,1.904,91.43,114.196,0.0
S019,72,Q220,TRANSACTIONS,0.748,0,3.194,9.18,117.391,0.0
S019,73,Q292,HAVING,0.7,0,1.31,11.622,118.7,0.0
S019,74,Q235,AGGREGATE FUNCTIONS,0.512,0,0.803,31.908,119.503,0.0
S019,75,Q164,PRIMARY KEY,0.249,1,0.461,9.735,119.964,0.06
S019,76,Q005,GROUP BY,0.393,0,2.084,65.013,122.048,0.0
S019,77,Q270,INDEXING,0.717,1,1.78,60.51,123.829,0.06
S019,78,Q339,RIGHT JOIN,0.478,1,1.212,77.395,125.04,0.06
S019,79,Q211,GROUP BY,0.403,0,0.024,3.016,125.064,0.0
S019,80,Q077,HAVING,0.485,0,0.685,7.049,125.75,0.0
S019,81,Q310,WHERE,0.401,0,1.308,59.446,127.058,0.0
S019,82,Q279,FOREIGN KEY,0.269,1,0.379,15.144,127.437,0.06
S019,83,Q365,LEFT JOIN,0.529,0,1.532,51.088,128.968,0.0
S019,84,Q124,FOREIGN KEY,0.397,0,4.007,5.538,132.975,0.0
S019,85,Q022,UNION,0.499,1,1.256,27.618,134.231,0.06
S019,86,Q038,SELECT,0.2,0,0.152,39.868,134.382,0.0
S019,87,Q183,FOREIGN KEY,0.495,1,0.932,2.339,135.314,0.06
S019,88,Q086,HAVING,0.59,0,0.228,9.792,135.542,0.0
S019,89,Q346,NORMALIZATION,0.661,1,0.627,61.775,136.169,0.06
S019,90,Q245,SELECT,0.37,0,3.691,5.478,139.86,0.0
S019,91,Q028,STORED PROCEDURES,0.783,0,1.301,47.218,141.161,0.0
S019,92,Q300,VIEWS,0.627,0,0.269,43.33,141.429,0.0
S019,93,Q120,LEFT JOIN,0.655,0,6.869,19.33,148.298,0.0
S019,94,Q450,LEFT JOIN,0.595,0,0.282,0.282,148.58,0.0
S019,95,Q066,SELECT,0.207,0,3.815,12.535,152.395,0.0
S019,96,Q076,WHERE,0.378,0,1.748,27.085,154.143,0.0
S019,97,Q476,TRIGGERS,0.613,0,1.099,89.17,155.242,0.0
S019,98,Q174,SELECT,0.261,1,0.456,3.303,155.698,0.06
S019,99,Q070,HAVING,0.608,0,1.23,21.385,156.927,0.0
S019,100,Q176,PRIMARY KEY,0.27,0,0.138,37.101,157.065,0.0
S020,1,Q188,SUBQUERIES,0.835,1,3.023,3.023,3.023,0.4721
S020,2,Q434,LEFT JOIN,0.445,0,0.498,3.521,3.521,0.2158
S020,3,Q441,JOINS,0.52,0,1.566,5.087,5.087,0.1273
S020,4,Q438,GROUP BY,0.565,0,1.85,6.937,6.937,0.2448
S020,5,Q048,ORDER BY,0.318,0,3.86,10.798,10.798,0.1909
S020,6,Q202,PRIMARY KEY,0.254,1,0.626,11.424,11.424,0.2683
S020,7,Q163,INNER JOIN,0.376,1,0.863,12.286,12.286,0.2713
S020,8,Q198,TRIGGERS,0.796,1,0.047,12.333,12.333,0.1743
S020,9,Q316,JOINS,0.535,0,0.507,7.753,12.84,0.0
S020,10,Q151,INNER JOIN,0.5,1,0.628,1.182,13.468,0.3136
S020,11,Q253,STORED PROCEDURES,0.691,0,1.704,15.172,15.172,0.08
S020,12,Q381,WHERE,0.339,0,0.371,15.543,15.543,0.0634
S020,13,Q003,INNER JOIN,0.484,0,4.076,6.151,19.619,0.1963
S020,14,Q284,HAVING,0.408,0,4.143,23.763,23.763,0.0173
S020,15,Q364,WHERE,0.339,0,0.31,8.529,24.073,0.0
S020,16,Q024,VIEWS,0.478,1,0.907,24.98,24.98,0.1504
S020,17,Q175,INDEXING,0.505,0,0.184,25.164,25.164,0.0
S020,18,Q348,FOREIGN KEY,0.366,0,0.427,25.59,25.59,0.0
S020,19,Q155,TRIGGERS,0.651,0,0.032,13.289,25.622,0.0
S020,20,Q497,ORDER BY,0.261,0,1.432,16.256,27.054,0.0
S020,21,Q217,PRIMARY KEY,0.385,0,0.392,16.023,27.446,0.0029
S020,22,Q380,JOINS,0.601,0,1.469,16.075,28.915,0.0
S020,23,Q235,AGGREGATE FUNCTIONS,0.512,0,1.255,30.17,30.17,0.0
S020,24,Q401,UNION,0.473,1,1.168,31.338,31.338,0.06
S020,25,Q054,TRIGGERS,0.559,1,0.901,6.617,32.239,0.06
S020,26,Q035,PRIMARY KEY,0.235,0,0.305,5.098,32.544,0.0
S020,27,Q324,WHERE,0.282,0,0.15,8.622,32.694,0.0
S020,28,Q114,STORED PROCEDURES,0.598,0,2.52,20.042,35.214,0.0
S020,29,Q191,SELECT,0.285,0,1.627,36.841,36.841,0.0
S020,30,Q086,HAVING,0.59,0,1.766,14.844,38.606,0.0
S020,31,Q206,SUBQUERIES,0.557,0,0.794,36.378,39.401,0.0
S020,32,Q013,NORMALIZATION,0.686,0,0.104,39.505,39.505,0.0
S020,33,Q111,TRANSACTIONS,0.674,0,2.772,42.277,42.277,0.0
S020,34,Q438,GROUP BY,0.565,0,1.022,36.362,43.299,0.0
S020,35,Q164,PRIMARY KEY,0.249,1,0.189,10.944,43.488,0.06
S020,36,Q391,ORDER BY,0.213,0,2.343,18.777,45.831,0.0
S020,37,Q235,AGGREGATE FUNCTIONS,0.512,0,0.218,15.879,46.049,0.0
S020,38,Q183,FOREIGN KEY,0.495,0,0.395,20.853,46.444,0.0
S020,39,Q107,ORDER BY,0.414,0,0.79,1.403,47.233,0.0
S020,40,Q234,HAVING,0.621,0,0.014,8.641,47.247,0.0
S020,41,Q134,ORDER BY,0.387,0,0.704,0.718,47.952,0.0
S020,42,Q370,SELECT,0.152,0,0.637,11.747,48.588,0.0
S020,43,Q135,HAVING,0.678,1,1.373,2.714,49.961,0.06
S020,44,Q135,HAVING,0.678,1,4.225,4.225,54.186,0.06
S020,45,Q194,VIEWS,0.66,0,3.075,32.281,57.261,0.0
S020,46,Q368,WHERE,0.261,1,0.734,25.301,57.995,0.06
S020,47,Q244,LEFT JOIN,0.512,1,0.807,55.281,58.802,0.06
S020,48,Q474,LEFT JOIN,0.551,1,1.197,1.197,59.999,0.1021
S020,49,Q031,INDEXING,0.548,1,1.022,35.857,61.021,0.06
S020,50,Q207,WHERE,0.265,0,0.752,3.777,61.772,0.0
S020,51,Q368,WHERE,0.261,1,1.27,1.27,63.043,0.06
S020,52,Q411,SUBQUERIES,0.668,0,2.427,26.068,65.469,0.0
S020,53,Q035,PRIMARY KEY,0.235,1,2.833,24.814,68.302,0.06
S020,54,Q393,HAVING,0.419,0,0.764,14.88,69.066,0.0
S020,55,Q163,INNER JOIN,0.376,0,1.291,50.738,70.357,0.0
S020,56,Q055,INNER JOIN,0.493,0,2.134,2.134,72.492,0.0
S020,57,Q193,INDEXING,0.643,0,7.26,18.731,79.751,0.0
S020,58,Q409,FOREIGN KEY,0.381,0,2.5,35.807,82.251,0.0
S020,59,Q464,INNER JOIN,0.454,0,3.189,12.948,85.44,0.0
S020,60,Q195,TRANSACTIONS,0.673,0,0.849,44.011,86.289,0.0
S020,61,Q049,HAVING,0.692,0,0.421,17.643,86.71,0.0
S020,62,Q343,VIEWS,0.483,0,0.96,30.409,87.67,0.0
S020,63,Q358,INNER JOIN,0.377,1,1.565,3.796,89.236,0.06
S020,64,Q416,NORMALIZATION,0.673,0,0.057,49.788,89.293,0.0
S020,65,Q081,SELECT,0.21,1,0.453,41.158,89.746,0.06
S020,66,Q155,TRIGGERS,0.651,0,1.485,58.993,91.232,0.0
S020,67,Q468,INNER JOIN,0.4,1,2.587,4.583,93.819,0.06
S020,68,Q109,AGGREGATE FUNCTIONS,0.581,0,5.686,53.456,99.505,0.0
S020,69,Q161,SELECT,0.357,0,0.195,9.954,99.7,0.0
S020,70,Q029,WHERE,0.299,1,9.499,46.156,109.199,0.06
S020,71,Q280,JOINS,0.685,0,0.678,80.962,109.877,0.0
S020,72,Q105,RIGHT JOIN,0.534,0,0.353,110.229,110.229,0.0
S020,73,Q440,SUBQUERIES,0.653,0,0.228,44.988,110.457,0.0
S020,74,Q494,NORMALIZATION,0.671,0,2.339,23.503,112.796,0.0
S020,75,Q258,SELECT,0.206,0,4.5,17.596,117.296,0.0
S020,76,Q463,AGGREGATE FUNCTIONS,0.577,1,1.773,19.564,119.069,0.06
S020,77,Q358,INNER JOIN,0.377,1,1.132,26.382,120.201,0.06
S020,78,Q348,FOREIGN KEY,0.366,0,12.39,50.339,132.591,0.0
S020,79,Q190,SUBQUERIES,0.738,0,3.166,25.3,135.757,0.0
S020,80,Q244,LEFT JOIN,0.512,1,6.018,81.777,141.775,0.06
S020,81,Q300,VIEWS,0.627,0,0.047,54.152,141.822,0.0
S020,82,Q158,VIEWS,0.411,1,1.39,1.39,143.212,0.06
S020,83,Q293,JOINS,0.674,0,6.081,39.417,149.294,0.0
S020,84,Q158,VIEWS,0.411,0,0.029,6.11,149.323,0.0
S020,85,Q263,GROUP BY,0.516,1,0.25,106.274,149.573,0.06
S020,86,Q297,RIGHT JOIN,0.489,1,1.974,41.317,151.546,0.06
S020,87,Q127,WHERE,0.288,1,1.434,43.781,152.98,0.06
S020,88,Q411,SUBQUERIES,0.668,0,0.372,17.595,153.352,0.0
S020,89,Q394,UNION,0.411,1,0.585,122.6,153.938,0.06
S020,90,Q061,WHERE,0.356,1,2.357,3.314,156.294,0.0703
S020,91,Q041,SELECT,0.301,1,1.742,40.74,158.036,0.06
S020,92,Q267,SELECT,0.307,0,0.567,0.567,158.603,0.0265
S020,93,Q482,WHERE,0.334,0,1.481,3.79,160.084,0.0
S020,94,Q343,VIEWS,0.483,0,3.586,14.348,163.67,0.0
S020,95,Q158,VIEWS,0.411,0,0.543,0.543,164.213,0.0
S020,96,Q273,GROUP BY,0.489,0,3.838,18.477,168.05,0.0
S020,97,Q440,SUBQUERIES,0.653,1,0.097,14.795,168.147,0.06
S020,98,Q002,NORMALIZATION,0.72,0,1.774,57.125,169.921,0.0
S020,99,Q078,VIEWS,0.48,0,0.892,6.6,170.813,0.0
S020,100,Q163,INNER JOIN,0.376,0,1.108,51.719,171.92,0.0
S021,1,Q200,SELECT,0.313,1,0.961,0.961,0.961,0.4464
S021,2,Q138,TRANSACTIONS,0.588,0,1.925,2.887,2.887,0.1686
S021,3,Q279,FOREIGN KEY,0.269,1,2.766,5.653,5.653,0.3091
S021,4,Q029,WHERE,0.299,1,0.909,6.562,6.562,0.2053
S021,5,Q162,UNION,0.64,0,2.625,9.186,9.186,0.2717
S021,6,Q456,FOREIGN KEY,0.297,0,2.586,6.12,11.772,0.1923
S021,7,Q364,WHERE,0.339,0,1.542,6.753,13.314,0.079
S021,8,Q221,PRIMARY KEY,0.424,1,3.112,16.426,16.426,0.2252
S021,9,Q387,UNION,0.384,1,0.475,7.715,16.901,0.216
S021,10,Q010,UNION,0.357,0,1.144,1.144,18.045,0.1739
S021,11,Q449,HAVING,0.677,0,0.469,18.513,18.513,0.1819
S021,12,Q271,UNION,0.382,1,0.162,0.63,18.675,0.2244
S021,13,Q229,TRANSACTIONS,0.702,0,1.844,17.633,20.519,0.0
S021,14,Q456,FOREIGN KEY,0.297,0,1.862,10.609,22.381,0.0082
S021,15,Q083,JOINS,0.473,1,0.29,22.671,22.671,0.06
S021,16,Q012,INDEXING,0.52,1,1.585,24.256,24.256,0.0636
S021,17,Q435,NORMALIZATION,0.623,0,0.615,24.871,24.871,0.0612
S021,18,Q473,RIGHT JOIN,0.495,1,0.596,25.467,25.467,0.06
S021,19,Q324,WHERE,0.282,1,0.446,12.599,25.913,0.06
S021,20,Q251,TRIGGERS,0.583,0,4.172,30.085,30.085,0.0197
S021,21,Q066,SELECT,0.207,0,0.984,30.108,31.069,0.0
S021,22,Q145,VIEWS,0.655,0,0.352,31.422,31.422,0.0
S021,23,Q075,UNION,0.426,1,0.804,13.55,32.225,0.0812
S021,24,Q125,JOINS,0.518,0,0.603,10.158,32.829,0.0
S021,25,Q186,GROUP BY,0.402,0,1.411,34.239,34.239,0.0
S021,26,Q271,UNION,0.382,1,4.011,6.025,38.25,0.06
S021,27,Q017,INNER JOIN,0.354,1,2.255,40.506,40.506,0.06
S021,28,Q457,SELECT,0.367,0,1.724,11.16,42.23,0.0
S021,29,Q097,STORED PROCEDURES,0.801,1,0.806,43.036,43.036,0.06
S021,30,Q336,RIGHT JOIN,0.557,1,3.234,20.803,46.27,0.06
S021,31,Q208,INNER JOIN,0.385,0,0.393,6.157,46.663,0.0
S021,32,Q410,GROUP BY,0.445,1,1.14,13.563,47.803,0.06
S021,33,Q308,NORMALIZATION,0.626,0,0.789,23.721,48.592,0.0
S021,34,Q447,AGGREGATE FUNCTIONS,0.58,1,1.318,49.911,49.911,0.06
S021,35,Q250,INNER JOIN,0.477,0,2.159,5.407,52.07,0.0
S021,36,Q235,AGGREGATE FUNCTIONS,0.512,0,2.423,4.582,54.493,0.0
S021,37,Q115,STORED PROCEDURES,0.696,0,0.838,12.295,55.331,0.0
S021,38,Q346,NORMALIZATION,0.661,0,2.207,8.946,57.538,0.0
S021,39,Q016,INNER JOIN,0.401,0,2.316,7.784,59.854,0.0
S021,40,Q110,GROUP BY,0.62,0,0.787,12.838,60.641,0.0
S021,41,Q167,PRIMARY KEY,0.442,1,0.563,44.777,61.204,0.06
S021,42,Q310,WHERE,0.401,0,1.132,36.423,62.336,0.0
S021,43,Q373,AGGREGATE FUNCTIONS,0.326,1,1.705,9.548,64.041,0.06
S021,44,Q324,WHERE,0.282,0,0.5,2.205,64.54,0.0
S021,45,Q429,WHERE,0.391,1,0.456,0.456,64.997,0.06
S021,46,Q100,SUBQUERIES,0.627,1,0.399,65.396,65.396,0.06
S021,47,Q258,SELECT,0.206,0,1.235,24.402,66.631,0.0
S021,48,Q180,INDEXING,0.498,0,1.716,44.091,68.347,0.0
S021,49,Q324,WHERE,0.282,1,1.435,4.785,69.782,0.06
S021,50,Q411,SUBQUERIES,0.668,0,0.509,4.895,70.291,0.0
S021,51,Q234,HAVING,0.621,0,0.773,52.551,71.064,0.0
S021,52,Q318,SUBQUERIES,0.809,0,4.522,5.295,75.586,0.0
S021,53,Q191,SELECT,0.285,1,0.547,9.502,76.133,0.06
S021,54,Q367,HAVING,0.509,0,0.436,5.505,76.569,0.0
S021,55,Q132,VIEWS,0.698,1,0.163,45.311,76.733,0.06
S021,56,Q376,HAVING,0.695,0,1.839,2.002,78.572,0.0
S021,57,Q034,PRIMARY KEY,0.268,0,0.729,18.097,79.301,0.0
S021,58,Q272,LEFT JOIN,0.451,0,1.273,80.574,80.574,0.0
S021,59,Q473,RIGHT JOIN,0.495,0,0.819,35.122,81.393,0.0
S021,60,Q175,INDEXING,0.505,0,0.144,13.189,81.536,0.0
S021,61,Q351,NORMALIZATION,0.753,0,1.735,25.733,83.271,0.0
S021,62,Q443,AGGREGATE FUNCTIONS,0.346,0,1.449,20.679,84.72,0.0
S021,63,Q282,WHERE,0.221,0,0.999,15.938,85.72,0.0
S021,64,Q380,JOINS,0.601,1,3.607,56.498,89.327,0.06
S021,65,Q481,TRIGGERS,0.686,0,1.967,61.209,91.294,0.0
S021,66,Q281,HAVING,0.584,0,3.041,15.763,94.335,0.0
S021,67,Q235,AGGREGATE FUNCTIONS,0.512,1,0.107,9.722,94.442,0.06
S021,68,Q312,WHERE,0.288,0,7.063,15.786,101.505,0.0
S021,69,Q017,INNER JOIN,0.354,0,4.126,45.778,105.632,0.0
S021,70,Q010,UNION,0.357,0,0.03,67.411,105.662,0.0
S021,71,Q306,UNION,0.518,0,0.612,0.612,106.274,0.0
S021,72,Q241,STORED PROCEDURES,0.818,0,0.648,51.591,106.921,0.0
S021,73,Q205,VIEWS,0.597,0,0.513,30.702,107.434,0.0
S021,74,Q267,SELECT,0.307,0,1.726,33.027,109.16,0.0
S021,75,Q289,WHERE,0.209,0,4.146,11.801,113.306,0.0
S021,76,Q229,TRANSACTIONS,0.702,0,2.211,94.998,115.517,0.0
S021,77,Q001,INNER JOIN,0.589,0,0.09,9.976,115.608,0.0
S021,78,Q266,FOREIGN KEY,0.324,1,2.498,95.724,118.106,0.06
S021,79,Q080,HAVING,0.504,0,0.024,23.795,118.129,0.0
S021,80,Q401,UNION,0.473,0,0.686,12.542,118.815,0.0
S021,81,Q211,GROUP BY,0.403,0,0.564,58.738,119.379,0.0
S021,82,Q298,TRIGGERS,0.632,1,3.962,32.047,123.341,0.06
S021,83,Q034,PRIMARY KEY,0.268,1,0.154,44.195,123.495,0.06
S021,84,Q449,HAVING,0.677,0,0.276,5.642,123.772,0.0
S021,85,Q059,PRIMARY KEY,0.219,0,0.202,0.478,123.973,0.0278
S021,86,Q390,GROUP BY,0.446,0,0.007,4.601,123.98,0.0
S021,87,Q071,SUBQUERIES,0.651,0,2.391,50.785,126.372,0.0
S021,88,Q254,TRANSACTIONS,0.536,0,0.877,11.731,127.249,0.0
S021,89,Q069,LEFT JOIN,0.56,0,0.161,46.836,127.41,0.0
S021,90,Q227,NORMALIZATION,0.525,0,1.858,45.996,129.267,0.0
S021,91,Q280,JOINS,0.685,0,1.966,41.907,131.234,0.0
S021,92,Q399,JOINS,0.524,0,1.66,1.66,132.894,0.0
S021,93,Q485,GROUP BY,0.405,0,0.062,8.976,132.956,0.0
S021,94,Q471,STORED PROCEDURES,0.749,1,3.816,29.851,136.772,0.06
S021,95,Q274,STORED PROCEDURES,0.63,0,0.343,0.343,137.115,0.0299
S021,96,Q448,GROUP BY,0.626,0,2.948,7.106,140.063,0.0
S021,97,Q424,SELECT,0.283,0,0.209,31.111,140.272,0.0
S021,98,Q373,AGGREGATE FUNCTIONS,0.326,0,0.134,45.964,140.406,0.0
S021,99,Q058,AGGREGATE FUNCTIONS,0.361,0,3.477,3.477,143.882,0.0
S021,100,Q211,GROUP BY,0.403,0,0.021,3.841,143.903,0.0
S022,1,Q404,SELECT,0.335,1,0.981,0.981,0.981,0.3146
S022,2,Q372,INDEXING,0.498,1,0.629,1.61,1.61,0.4099
S022,3,Q455,FOREIGN KEY,0.309,0,0.215,1.826,1.826,0.2446
S022,4,Q356,HAVING,0.455,0,2.033,3.859,3.859,0.1711
S022,5,Q095,TRANSACTIONS,0.782,1,0.228,4.087,4.087,0.3584
S022,6,Q418,WHERE,0.336,1,0.613,4.7,4.7,0.205
S022,7,Q144,SUBQUERIES,0.813,1,1.925,6.626,6.626,0.2798
S022,8,Q499,FOREIGN KEY,0.458,0,2.819,7.619,9.444,0.1053
S022,9,Q250,INNER JOIN,0.477,1,1.673,11.118,11.118,0.1242
S022,10,Q085,VIEWS,0.618,1,5.232,16.35,16.35,0.091
S022,11,Q092,GROUP BY,0.355,0,0.147,16.497,16.497,0.0
S022,12,Q252,ORDER BY,0.263,1,2.762,19.259,19.259,0.1631
S022,13,Q168,SUBQUERIES,0.647,0,1.797,14.431,21.057,0.0384
S022,14,Q301,WHERE,0.29,0,2.329,18.685,23.385,0.0
S022,15,Q128,SELECT,0.294,0,0.412,22.816,23.797,0.0
S022,16,Q257,VIEWS,0.425,0,0.337,7.784,24.134,0.0
S022,17,Q275,HAVING,0.692,1,2.13,22.405,26.264,0.06
S022,18,Q343,VIEWS,0.483,0,0.972,3.102,27.236,0.0
S022,19,Q141,ORDER BY,0.343,1,2.952,10.929,30.188,0.06
S022,20,Q252,ORDER BY,0.263,1,0.532,0.532,30.72,0.112
S022,21,Q475,SELECT,0.227,0,0.283,7.205,31.003,0.0
S022,22,Q308,NORMALIZATION,0.626,1,0.21,31.213,31.213,0.0837
S022,23,Q072,NORMALIZATION,0.55,1,1.176,1.176,32.39,0.1261
S022,24,Q373,AGGREGATE FUNCTIONS,0.326,0,2.617,35.007,35.007,0.0
S022,25,Q492,ORDER BY,0.258,1,1.227,5.514,36.234,0.0893
S022,26,Q495,TRIGGERS,0.746,0,2.046,38.28,38.28,0.0
S022,27,Q398,AGGREGATE FUNCTIONS,0.442,0,0.203,3.476,38.483,0.0
S022,28,Q189,GROUP BY,0.364,1,0.931,22.917,39.414,0.06
S022,29,Q459,NORMALIZATION,0.516,0,0.613,7.637,40.027,0.0
S022,30,Q218,ORDER BY,0.226,0,2.585,6.378,42.612,0.0
S022,31,Q219,VIEWS,0.56,0,0.041,15.417,42.653,0.0
S022,32,Q417,VIEWS,0.67,1,2.097,2.097,44.75,0.06
S022,33,Q108,SELECT,0.311,0,3.083,16.831,47.834,0.0
S022,34,Q309,HAVING,0.586,0,2.658,24.227,50.492,0.0
S022,35,Q329,LEFT JOIN,0.609,1,1.009,51.501,51.501,0.06
S022,36,Q128,SELECT,0.294,0,0.572,4.24,52.073,0.0
S022,37,Q181,FOREIGN KEY,0.273,0,0.954,43.583,53.027,0.0
S022,38,Q249,TRIGGERS,0.783,0,2.513,17.26,55.54,0.0
S022,39,Q436,PRIMARY KEY,0.38,1,0.016,55.555,55.555,0.06
S022,40,Q388,FOREIGN KEY,0.322,0,2.163,4.692,57.719,0.0
S022,41,Q348,FOREIGN KEY,0.366,0,2.981,2.981,60.7,0.0
S022,42,Q435,NORMALIZATION,0.623,0,0.255,20.928,60.955,0.0
S022,43,Q286,STORED PROCEDURES,0.846,0,1.404,62.359,62.359,0.0
S022,44,Q242,WHERE,0.22,0,0.737,39.71,63.095,0.0
S022,45,Q283,STORED PROCEDURES,0.715,0,1.04,1.777,64.136,0.0
S022,46,Q243,HAVING,0.47,0,1.085,14.729,65.221,0.0
S022,47,Q371,JOINS,0.51,1,0.104,65.325,65.325,0.06
S022,48,Q415,SELECT,0.337,1,1.014,14.266,66.339,0.06
S022,49,Q192,PRIMARY KEY,0.241,0,0.517,11.301,66.856,0.0
S022,50,Q238,VIEWS,0.43,0,1.397,23.503,68.253,0.0
S022,51,Q019,RIGHT JOIN,0.455,0,2.057,70.31,70.31,0.0
S022,52,Q112,INDEXING,0.48,0,1.827,70.527,72.137,0.0
S022,53,Q221,PRIMARY KEY,0.424,1,2.932,8.213,75.069,0.06
S022,54,Q437,TRIGGERS,0.758,1,0.572,20.101,75.641,0.06
S022,55,Q381,WHERE,0.339,0,1.16,13.705,76.8,0.0
S022,56,Q500,GROUP BY,0.633,0,2.853,40.24,79.654,0.0
S022,57,Q018,FOREIGN KEY,0.452,0,1.069,20.023,80.723,0.0
S022,58,Q385,GROUP BY,0.478,1,0.633,1.702,81.355,0.06
S022,59,Q035,PRIMARY KEY,0.235,0,0.903,7.189,82.258,0.0
S022,60,Q308,NORMALIZATION,0.626,0,3.28,24.583,85.538,0.0
S022,61,Q363,NORMALIZATION,0.675,0,2.145,2.145,87.683,0.0
